"Product ID";"Imagen";"Nombre";"Referencia";"CategorÃ­a";"Precio (imp. incl.)";"Cantidad";"Estado";"Iva"
"213";"https://pesaschile.cl/clon/2/img/p/3/2/0/320.jpg";"Barra Romana OlÃ­mpica";"BORO";"OlÃ­mpicos";"39990";"5";"0";"1"
"212";"https://pesaschile.cl/clon/2/img/p/3/1/9/319.jpg";"Barra W OlÃ­mpica ";"BOW";"OlÃ­mpicos";"44990";"0";"1";"1"
"211";"https://pesaschile.cl/clon/2/img/p/3/1/7/317.jpg";"Kettlebell Acero 28Kg";"KA28";"Productos";"51800";"7";"0";"1"
"210";"https://pesaschile.cl/clon/2/img/p/3/1/6/316.jpg";"Kettlebell Acero 24Kg";"KA24";"Productos";"44400";"7";"0";"1"
"206";"https://pesaschile.cl/clon/2/img/p/1/3/5/4/1354.jpg";"Rueda Abdominal";"FIRA";"Productos";"4990";"435";"0";"1"
"205";"https://pesaschile.cl/clon/2/img/p/1/7/8/5/1785.jpg";"Colchoneta de alto trafico";"FICL";"Productos";"14990";"64";"0";"1"
"203";"https://pesaschile.cl/clon/2/img/p/1/1/4/2/1142.jpg";"Set de Tubos de ExpansiÃ³n";"SET";"Fitness";"19990";"14";"0";"1"
"202";"https://pesaschile.cl/clon/2/img/p/1/1/1/9/1119.jpg";"Ab Mat";"FIAM";"Funcional y crossfit";"9990";"26";"0";"1"
"200";"https://pesaschile.cl/clon/2/img/p/1/0/7/1/1071.jpg";"Par Bumper Plate 10kg";"DOB10";"Discos";"47980";"16";"0";"1"
"199";"https://pesaschile.cl/clon/2/img/p/1/0/6/9/1069.jpg";"Par Bumper Plate 5kg";"DOB05";"Discos";"35980";"12";"0";"1"
"198";"https://pesaschile.cl/clon/2/img/p/1/0/7/3/1073.jpg";"Par Bumper Plate 15kg";"DOB15";"Discos";"63980";"16";"0";"1"
"197";"https://pesaschile.cl/clon/2/img/p/1/0/7/7/1077.jpg";"Par Bumper Plate 25kg";"DOB25";"Discos";"109980";"0";"1";"1"
"196";"https://pesaschile.cl/clon/2/img/p/1/0/7/5/1075.jpg";"Par Bumper Plate 20kg";"DOB20";"Discos";"93980";"11";"0";"1"
"195";"https://pesaschile.cl/clon/2/img/p/1/3/2/3/1323.jpg";"Par Mancuerna Hexagonal HWM 30kg";"MH30";"Productos";"119980";"10";"0";"1"
"194";"https://pesaschile.cl/clon/2/img/p/1/1/4/9/1149.jpg";"Par Mancuerna Hexagonal HWM 25kg";"MH25";"Productos";"99980";"49";"0";"1"
"193";"https://pesaschile.cl/clon/2/img/p/1/1/4/8/1148.jpg";"Par Mancuerna Hexagonal HWM  20kg";"MH20";"Productos";"79980";"12";"0";"1"
"192";"https://pesaschile.cl/clon/2/img/p/1/1/4/7/1147.jpg";"Par Mancuerna Hexagonal HWM 15kg";"MH15";"Productos";"59980";"47";"0";"1"
"191";"https://pesaschile.cl/clon/2/img/p/1/1/4/6/1146.jpg";"Par Mancuerna Hexagonal HWM  10kg";"MH10";"Productos";"39980";"57";"0";"1"
"190";"https://pesaschile.cl/clon/2/img/p/1/1/4/5/1145.jpg";"Par Mancuerna Hexagonal HWM 5kg";"MH05";"Productos";"19980";"48";"0";"1"
"188";"https://pesaschile.cl/clon/2/img/p/3/6/2/362.jpg";"Kettlebell HWM 16kg";"KP16";"Kettlebells";"49990";"0";"1";"1"
"187";"https://pesaschile.cl/clon/2/img/p/3/7/3/373.jpg";"Kettlebell HWM 24kg";"KP24";"Productos";"69990";"0";"1";"1"
"186";"https://pesaschile.cl/clon/2/img/p/3/6/0/360.jpg";"Kettlebell HWM 12kg";"KP12";"Kettlebells";"39990";"0";"1";"1"
"185";"https://pesaschile.cl/clon/2/img/p/3/5/9/359.jpg";"Kettlebell HWM 8kg";"KP08";"Kettlebells";"29990";"0";"1";"1"
"184";"https://pesaschile.cl/clon/2/img/p/4/9/7/497.jpg";"Mancuerna Mastodonte 21.8 kg";"";"Mancuernas Completas";"24990";"4";"0";"1"
"183";"https://pesaschile.cl/clon/2/img/p/4/9/6/496.jpg";"Mancuerna Mastodonte 16.8 kg";"";"Mancuernas Completas";"19990";"7";"0";"1"
"182";"https://pesaschile.cl/clon/2/img/p/4/9/5/495.jpg";"Mancuerna Mastodonte 14.3kg";"";"Mancuernas Completas";"17490";"20";"0";"1"
"181";"https://pesaschile.cl/clon/2/img/p/4/9/4/494.jpg";"Mancuerna Mastodonte 11.8kg";"";"Productos";"14990";"10";"0";"1"
"180";"https://pesaschile.cl/clon/2/img/p/4/9/3/493.jpg";"Mancuerna Mastodonte 9.3kg";"";"Mancuernas Completas";"12490";"6";"0";"1"
"179";"https://pesaschile.cl/clon/2/img/p/4/9/2/492.jpg";"Mancuerna Mastodonte 6.8 kg";"";"Mancuernas Completas";"9990";"26";"0";"1"
"178";"https://pesaschile.cl/clon/2/img/p/4/9/1/491.jpg";"Mancuerna Mastodonte 4.3 kg";"";"Mancuernas Completas";"7490";"15";"0";"1"
"177";"https://pesaschile.cl/clon/2/img/p/1/4/5/8/1458.jpg";"Mancuerna Barbell 16.8 kg";"";"Mancuernas Completas";"24990";"10";"0";"1"
"176";"https://pesaschile.cl/clon/2/img/p/1/4/5/9/1459.jpg";"Mancuerna Barbell 15.8 kg";"";"Mancuernas Completas";"23190";"8";"0";"1"
"175";"https://pesaschile.cl/clon/2/img/p/1/4/5/6/1456.jpg";"Mancuerna Barbell 13.8 kg";"";"Mancuernas Completas";"20590";"10";"0";"1"
"174";"https://pesaschile.cl/clon/2/img/p/1/4/5/5/1455.jpg";"Mancuerna Barbell 11.8 kg";"";"Mancuernas Completas";"17990";"10";"0";"1"
"173";"https://pesaschile.cl/clon/2/img/p/1/4/5/4/1454.jpg";"Mancuerna Barbell 9.8 kg";"";"Mancuernas Completas";"15390";"9";"0";"1"
"172";"https://pesaschile.cl/clon/2/img/p/1/4/5/3/1453.jpg";"Mancuerna Barbell 7.8 kg";"";"Mancuernas Completas";"12790";"5";"0";"1"
"171";"https://pesaschile.cl/clon/2/img/p/1/4/5/2/1452.jpg";"Mancuerna Barbell  5.8 kg";"";"Mancuernas Completas";"10190";"7";"0";"1"
"170";"https://pesaschile.cl/clon/2/img/p/1/4/5/1/1451.jpg";"Mancuerna Barbell 21.8 kg";"";"Mancuernas Completas";"30990";"4";"0";"1"
"168";"https://pesaschile.cl/clon/2/img/p/7/1/3/713.jpg";"Pesos MuÃ±eca Tobillo 2,5kg(2 unidades)";"PM2.5";"Productos";"9990";"39";"0";"1"
"167";"https://pesaschile.cl/clon/2/img/p/1/1/6/3/1163.jpg";"BalÃ³n Medicinal Sin Bote 9kg";"BSB09";"Pesas Day";"32990";"37";"0";"1"
"166";"https://pesaschile.cl/clon/2/img/p/1/1/6/2/1162.jpg";"BalÃ³n Medicinal Sin Bote 10kg";"BSB10";"Productos";"33990";"45";"0";"1"
"164";"https://pesaschile.cl/clon/2/img/p/1/1/6/1/1161.jpg";"BalÃ³n Medicinal Sin Bote 7kg";"BSB07";"Productos";"30990";"47";"0";"1"
"161";"https://pesaschile.cl/clon/2/img/p/1/3/4/4/1344.jpg";"Pack OlÃ­mpico Engomado con Barra";"PEB";"Pack y Promociones";"199990";"7";"0";"1"
"160";"https://pesaschile.cl/clon/2/img/p/6/5/0/650.jpg";"Pack Acero OlÃ­mpico 107.5";"PAB";"Pack y Promociones";"169990";"8";"0";"1"
"159";"https://pesaschile.cl/clon/2/img/p/1/3/5/9/1359.jpg";"Pack Kettlebell Vinilo Full";"PKVF";"Productos";"119990";"4";"0";"1"
"157";"https://pesaschile.cl/clon/2/img/p/3/6/5/365.jpg";"Pack Kettbells HWM Light ";"";"Productos";"134990";"6";"0";"1"
"153";"https://pesaschile.cl/clon/2/img/p/1/0/8/0/1080.jpg";"Set Bumpers plate 150kg. (320 Lb)";"PB150";"HWM PACK";"330000";"6";"0";"1"
"152";"https://pesaschile.cl/clon/2/img/p/7/0/9/709.jpg";"Bumpers plate + Barra olÃ­mpica Elite HWM";"PBH100";"Productos";"399990";"9";"0";"1"
"151";"https://pesaschile.cl/clon/2/img/p/1/7/2/5/1725.jpg";"Set Balones Medicinales 31KG";"PBMP";"Balones medicinales";"115000";"7";"0";"1"
"150";"https://pesaschile.cl/clon/2/img/p/8/0/7/807.jpg";"Trampolin de entrenamiento";"FIMT";"Productos";"24990";"0";"1";"1"
"149";"https://pesaschile.cl/clon/2/img/p/9/0/2/902.jpg";"Step AerÃ³bico ";"FISA";"Fitness";"16990";"89";"0";"1"
"148";"https://pesaschile.cl/clon/2/img/p/1/1/8/0/1180.jpg";"Par Mancuerna PVC 3 Kg";"MP03";"Productos";"13990";"2";"0";"1"
"147";"https://pesaschile.cl/clon/2/img/p/1/1/7/9/1179.jpg";"Par Mancuerna PVC 2,5 Kg";"MP025";"Fitness";"11990";"4";"0";"1"
"146";"https://pesaschile.cl/clon/2/img/p/1/1/7/8/1178.jpg";"Par Mancuerna PVC 2 Kg";"MP02";"Productos";"7990";"0";"1";"1"
"145";"https://pesaschile.cl/clon/2/img/p/1/1/7/7/1177.jpg";"Par Mancuerna PVC 1,5 Kg";"MP015";"Productos";"6990";"2";"0";"1"
"144";"https://pesaschile.cl/clon/2/img/p/1/1/8/1/1181.jpg";"Par Mancuerna PVC 1 Kg";"MP01";"Productos";"3990";"0";"1";"1"
"142";"https://pesaschile.cl/clon/2/img/p/1/2/7/8/1278.jpg";"Matt de Yoga";"FIM";"Fitness";"8990";"32";"0";"1"
"136";"https://pesaschile.cl/clon/2/img/p/2/1/4/214.jpg";"Colchoneta";"FIC";"Productos";"9990";"559";"0";"1"
"135";"https://pesaschile.cl/clon/2/img/p/1/7/8/7/1787.jpg";"Bosu";"B012";"Fitness";"49990";"64";"0";"1"
"134";"https://pesaschile.cl/clon/2/img/p/7/9/2/792.jpg";"Banda ElÃ¡stica Aerobica Hard";"BE065";"Fitness";"4990";"0";"1";"1"
"133";"https://pesaschile.cl/clon/2/img/p/1/5/1/9/1519.jpg";"Rodillera Mac David Protector";"";"Funcional y crossfit";"23990";"6";"0";"1"
"132";"https://pesaschile.cl/clon/2/img/p/1/3/1/3/1313.jpg";"Expander Tube Reforzado";"FIETR";"Fitness";"6990";"15";"0";"1"
"130";"https://pesaschile.cl/clon/2/img/p/1/3/1/2/1312.jpg";"Expander Tube BÃ¡sico";"FIETB";"Fitness";"4990";"15";"0";"1"
"129";"https://pesaschile.cl/clon/2/img/p/1/1/2/2/1122.jpg";"BalÃ³n Pilates 75 cm";"BP75";"Funcional y crossfit";"9990";"194";"0";"1"
"128";"https://pesaschile.cl/clon/2/img/p/1/1/2/1/1121.jpg";"BalÃ³n Pilates 65 cm";"BP65";"Productos";"8990";"194";"0";"1"
"127";"https://pesaschile.cl/clon/2/img/p/1/1/2/0/1120.jpg";"BalÃ³n Pilates 55 cm";"BP55";"Pesas Day";"7990";"198";"0";"1"
"125";"https://pesaschile.cl/clon/2/img/p/5/3/2/532.jpg";"Par Discos Acero 2Kg Promachine";"DPP02";"Peso libre";"5200";"0";"1";"1"
"124";"https://pesaschile.cl/clon/2/img/p/6/2/9/629.jpg";"Press Banca Olimpica Promachine";"MAPPP";"Productos";"179990";"0";"1";"1"
"119";"https://pesaschile.cl/clon/2/img/p/1/2/6/7/1267.jpg";"Banquillo Inclinable Promachine ";"PM017";"Productos";"89990";"0";"1";"1"
"117";"https://pesaschile.cl/clon/2/img/p/6/6/7/667.jpg";"Banquillo Abdominales Regulable Promachine";"MBAR";"Productos";"129990";"0";"1";"1"
"115";"https://pesaschile.cl/clon/2/img/p/1/1/3/7/1137.jpg";"Kettlebell Vinilo 10Kg";"KV10";"Kettlebells";"14990";"0";"1";"1"
"114";"https://pesaschile.cl/clon/2/img/p/1/8/6/186.jpg";"Kettlebell Vinilo 4Kg";"KV04";"Kettlebells";"5190";"0";"1";"1"
"113";"https://pesaschile.cl/clon/2/img/p/1/8/5/185.jpg";"Kettlebell Acero 12Kg";"KA12";"Productos";"22200";"0";"1";"1"
"111";"https://pesaschile.cl/clon/2/img/p/1/8/3/183.jpg";"Kettlebell Acero 4Kg";"KA04";"Productos";"7400";"0";"1";"1"
"110";"https://pesaschile.cl/clon/2/img/p/1/8/2/182.jpg";"Kettlebell Acero 20Kg";"KA20";"Kettlebells";"37000";"0";"1";"1"
"109";"https://pesaschile.cl/clon/2/img/p/1/8/1/181.jpg";"Kettlebell Acero 16Kg";"KA16";"Productos";"29600";"0";"1";"1"
"108";"https://pesaschile.cl/clon/2/img/p/1/1/3/8/1138.jpg";"Kettlebell Vinilo 12Kg";"KV12";"Kettlebells";"15590";"2";"0";"1"
"106";"https://pesaschile.cl/clon/2/img/p/1/1/3/5/1135.jpg";"Kettlebell Vinilo 6Kg";"KV06";"Kettlebells";"8990";"0";"1";"1"
"105";"https://pesaschile.cl/clon/2/img/p/1/7/7/177.jpg";"Kettlebell Vinilo 20Kg";"KV20";"Kettlebells";"29990";"7";"0";"1"
"104";"https://pesaschile.cl/clon/2/img/p/1/1/3/6/1136.jpg";"Kettlebell Vinilo 8Kg";"KV08";"Kettlebells";"10390";"1";"0";"1"
"103";"https://pesaschile.cl/clon/2/img/p/1/7/5/175.jpg";"Kettlebell Vinilo 16Kg";"KV16";"Kettlebells";"23990";"0";"1";"1"
"102";"https://pesaschile.cl/clon/2/img/p/7/7/5/775.jpg";"Par Discos Engomados 20kg";"DOE20";"Productos";"63980";"34";"0";"1"
"101";"https://pesaschile.cl/clon/2/img/p/5/9/6/596.jpg";"Par Discos Engomados 15kg";"DOE15";"Productos";"47980";"50";"0";"1"
"100";"https://pesaschile.cl/clon/2/img/p/5/9/5/595.jpg";"Par Discos Engomados 10kg";"DOE10";"Productos";"31980";"40";"0";"1"
"99";"https://pesaschile.cl/clon/2/img/p/5/9/4/594.jpg";"Par Discos Engomados 5kg";"DOE05";"Productos";"15980";"36";"0";"1"
"98";"https://pesaschile.cl/clon/2/img/p/5/9/3/593.jpg";"Par Discos Engomados 2,5kg";"DOE025";"Productos";"7990";"28";"0";"1"
"97";"https://pesaschile.cl/clon/2/img/p/5/9/2/592.jpg";"Par Discos Engomados 1,25kg";"DOE0125";"Productos";"3990";"34";"0";"1"
"96";"https://pesaschile.cl/clon/2/img/p/1/1/2/6/1126.jpg";"Par Discos Acero OlÃ­mpicos 20Kg";"DOA20";"Discos";"51980";"24";"0";"1"
"95";"https://pesaschile.cl/clon/2/img/p/6/3/5/635.jpg";"Par Discos Acero OlÃ­mpicos 15Kg";"DOA15";"Discos";"38980";"0";"1";"1"
"94";"https://pesaschile.cl/clon/2/img/p/1/1/7/6/1176.jpg";"Par DiscosAcero OlÃ­mpicos 10Kg";"DOA10";"Discos";"25980";"19";"0";"1"
"93";"https://pesaschile.cl/clon/2/img/p/1/1/2/5/1125.jpg";"Par Discos Acero OlÃ­mpicos 5kg";"DOA05";"Discos";"12980";"17";"0";"1"
"92";"https://pesaschile.cl/clon/2/img/p/1/7/5/0/1750.jpg";"Par Discos Acero OlÃ­mpicos 2,5Kg ";"DOA025";"Discos";"6580";"48";"0";"1"
"91";"https://pesaschile.cl/clon/2/img/p/1/1/2/4/1124.jpg";"Collarines HWM";"CO";"Productos";"9990";"188";"0";"1"
"90";"https://pesaschile.cl/clon/2/img/p/3/1/8/318.jpg";"Barra Z OlÃ­mpica ";"BOZ";"Productos";"39990";"0";"1";"1"
"88";"https://pesaschile.cl/clon/2/img/p/1/5/1/5/1515.jpg";"Banco Scott JR";"UB006J";"Equipamiento";"129990";"30";"0";"1"
"87";"https://pesaschile.cl/clon/2/img/p/1/3/8/138.jpg";"Barra OlÃ­mpica Eco";"BORE";"Productos";"44990";"73";"0";"1"
"85";"https://pesaschile.cl/clon/2/img/p/4/0/9/409.jpg";"Par Discos Mastodonte 5Kg";"DPM05";"Peso libre";"10000";"0";"1";"1"
"84";"https://pesaschile.cl/clon/2/img/p/4/0/8/408.jpg";"Par Discos Mastodonte 1,25Kg";"DPM0125";"Peso libre";"2500";"74";"0";"1"
"83";"https://pesaschile.cl/clon/2/img/p/4/1/0/410.jpg";"Par Discos Mastodonte 2,5Kg";"DPM025";"Peso libre";"5000";"61";"0";"1"
"78";"https://pesaschile.cl/clon/2/img/p/5/3/7/537.jpg";"Par Discos Acero Promachine 20kg";"DPP20";"Productos";"52000";"0";"1";"1"
"77";"https://pesaschile.cl/clon/2/img/p/5/3/6/536.jpg";"Par Discos Acero Promachine 15kg";"DPP15";"Peso libre";"39000";"0";"1";"1"
"76";"https://pesaschile.cl/clon/2/img/p/5/3/5/535.jpg";"Par Discos Acero Promachine 10kg";"DPP10";"Peso libre";"30000";"0";"1";"1"
"75";"https://pesaschile.cl/clon/2/img/p/5/3/4/534.jpg";"Par Discos Acero Promachine 5kg";"DPP05";"Peso libre";"13000";"0";"1";"1"
"74";"https://pesaschile.cl/clon/2/img/p/5/3/3/533.jpg";"Par Discos Acero Promachine 3kg";"DPP03";"Productos";"9000";"0";"1";"1"
"73";"https://pesaschile.cl/clon/2/img/p/7/7/4/774.jpg";"Par Discos Acero Promachine 2.5kg";"DPP025";"Peso libre";"6500";"0";"1";"1"
"72";"https://pesaschile.cl/clon/2/img/p/7/7/3/773.jpg";"Par Discos Acero Promachine 1kg";"DPP01";"Pesas Day";"2000";"13";"0";"1"
"71";"https://pesaschile.cl/clon/2/img/p/7/8/3/783.jpg";"Barra Z PreolÃ­mpica";"BPZ";"Productos";"12990";"86";"0";"1"
"70";"https://pesaschile.cl/clon/2/img/p/1/5/9/159.jpg";"Barra W PreolÃ­mpica";"BPW";"Peso libre";"14990";"25";"0";"1"
"69";"https://pesaschile.cl/clon/2/img/p/1/5/7/157.jpg";"Barra Romana PreolÃ­mpica";"BPRO";"Productos";"19990";"16";"0";"1"
"68";"https://pesaschile.cl/clon/2/img/p/1/5/6/156.jpg";"Barra Recta PreolÃ­mpica";"BPR150";"Peso libre";"15990";"114";"0";"1"
"67";"https://pesaschile.cl/clon/2/img/p/1/4/6/0/1460.jpg";"Barra Mancuerna PreolÃ­mpica";"BPM";"Productos";"4990";"44";"0";"1"
"65";"https://pesaschile.cl/clon/2/img/p/7/4/4/744.jpg";"TRX Alterntiva";"BSA";"Productos";"29990";"49";"0";"1"
"63";"https://pesaschile.cl/clon/2/img/p/1/3/1/131.jpg";"Anillas olimpicas";"BSA1";"Productos";"19990";"85";"0";"1"
"61";"https://pesaschile.cl/clon/2/img/p/1/4/1/4/1414.jpg";"Push Up metalico";"PUM";"Productos";"9990";"69";"0";"1"
"60";"https://pesaschile.cl/clon/2/img/p/1/4/0/3/1403.jpg";"Push Up Promachine";"PUP";"Productos";"6990";"88";"0";"1"
"58";"https://pesaschile.cl/clon/2/img/p/1/1/2/9/1129.jpg";"Hand Grip";"HG2";"Productos";"2150";"19";"0";"1"
"57";"https://pesaschile.cl/clon/2/img/p/6/7/7/677.jpg";"Iron Gym Xtreme Generic";"BP200";"Productos";"15990";"0";"1";"1"
"54";"https://pesaschile.cl/clon/2/img/p/1/2/6/8/1268.jpg";"Hand Grip Mango Esponja x2 UN";"HG5";"Productos";"2490";"20";"0";"1"
"51";"https://pesaschile.cl/clon/2/img/p/1/1/1/111.jpg";"Escalera Agilidad";"FIEC";"Productos";"19990";"29";"0";"1"
"48";"https://pesaschile.cl/clon/2/img/p/1/4/3/7/1437.jpg";"Cuerda de salto con rodamientos";"CSP";"Productos";"2990";"94";"0";"1"
"43";"https://pesaschile.cl/clon/2/img/p/1/2/3/9/1239.jpg";"Punching Bag Grande";"DCPG";"Productos";"29990";"0";"1";"1"
"38";"https://pesaschile.cl/clon/2/img/p/6/9/7/697.jpg";"Pesos Tobillo muÃ±eca 2 kg (2 unidades)";"PM2";"Productos";"6990";"79";"0";"1"
"35";"https://pesaschile.cl/clon/2/img/p/9/2/92.jpg";"Chaleco de lastre 20kg";"CL20";"Productos";"36990";"4";"0";"1"
"34";"https://pesaschile.cl/clon/2/img/p/9/1/91.jpg";"Chaleco de lastre 15kg";"CL15";"Productos";"31990";"4";"0";"1"
"33";"https://pesaschile.cl/clon/2/img/p/9/0/90.jpg";"Chaleco de lastre 10kg";"CL10";"Productos";"26990";"3";"0";"1"
"32";"https://pesaschile.cl/clon/2/img/p/1/5/1/4/1514.jpg";"Remo Contrapeso JR";"MRCJ";"Productos";"199990";"18";"0";"1"
"26";"https://pesaschile.cl/clon/2/img/p/6/9/4/694.jpg";"Pesos Tobillos muÃ±ecas 1.5kg  (2 unidades)";"PM1.5";"Productos";"4990";"58";"0";"1"
"18";"https://pesaschile.cl/clon/2/img/p/1/1/2/7/1127.jpg";"Guantes de Entrenamiento";"GM";"Fitness";"9990";"234";"0";"1"
